m49,iso,year,indicator_id,old_indicator_id,value
340,HND,2018,76,,1
340,HND,2017,77,1114,http://www.ine.gob.hn/
340,HND,2015,78,6,40.2
340,HND,2016,78,6,33.4
340,HND,2017,78,6,33.7
340,HND,2015,79,6,57.4
340,HND,2016,79,6,37
340,HND,2017,79,6,42.6
340,HND,2015,80,6,28.6
340,HND,2016,80,6,21.4
340,HND,2017,80,6,37.1
340,HND,2015,81,6,41.1
340,HND,2016,81,6,28.2
340,HND,2017,81,6,39.5
340,HND,2015,82,6,32
340,HND,2016,82,6,24
340,HND,2017,82,6,24
340,HND,2015,83,6,20
340,HND,2016,83,6,22
340,HND,2017,83,6,26
340,HND,2015,84,6,26
340,HND,2016,84,6,23
340,HND,2017,84,6,25
340,HND,2015,85,6,25.4
340,HND,2016,85,6,23.2
340,HND,2017,85,6,34.8
340,HND,2015,86,6,32.5
340,HND,2016,86,6,28.1
340,HND,2017,86,6,34.3
340,HND,2015,87,6,35
340,HND,2016,87,6,40
340,HND,2017,87,6,36.7
340,HND,2015,88,6,27.5
340,HND,2016,88,6,26.3
340,HND,2017,88,6,41.1
340,HND,2015,89,6,31.3
340,HND,2016,89,6,33.1
340,HND,2017,89,6,38.9
340,HND,2017,90,1206,Yes
340,HND,2017,91,1502,Yes
340,HND,2018,91,,1
340,HND,2017,92,1327,1
340,HND,2004,93,2,66.66667
340,HND,2005,93,2,70
340,HND,2006,93,2,66.66667
340,HND,2007,93,2,70
340,HND,2008,93,2,70
340,HND,2009,93,2,70
340,HND,2010,93,2,76.66667
340,HND,2011,93,2,76.66667
340,HND,2012,93,2,76.66667
340,HND,2013,93,2,76.66666667
340,HND,2014,93,2,90
340,HND,2015,93,2,90.0001
340,HND,2016,93,2,93.3334
340,HND,2017,93,2,93.3334
340,HND,2013,94,1105,8657785
340,HND,2014,94,1105,8809216
340,HND,2015,94,1105,8960829
340,HND,2016,94,1105,9112867
340,HND,2017,94,1105,9265067
340,HND,2004,95,27,1
340,HND,2005,95,27,1
340,HND,2006,95,27,1
340,HND,2007,95,27,1
340,HND,2008,95,27,1
340,HND,2009,95,27,1
340,HND,2010,95,27,1
340,HND,2011,95,27,1
340,HND,2012,95,27,1
340,HND,2013,95,27,0
340,HND,2014,95,27,1
340,HND,2015,95,27,1
340,HND,2016,95,27,1
340,HND,2017,95,27,1
340,HND,2004,96,32,1
340,HND,2005,96,32,1
340,HND,2006,96,32,1
340,HND,2007,96,32,1
340,HND,2008,96,32,1
340,HND,2009,96,32,1
340,HND,2010,96,32,1
340,HND,2011,96,32,1
340,HND,2012,96,32,1
340,HND,2013,96,32,1
340,HND,2014,96,32,1
340,HND,2015,96,32,1
340,HND,2016,96,32,1
340,HND,2017,96,32,1
340,HND,2017,97,1208,Yes
340,HND,2018,98,,0
340,HND,2017,99,1331,1
340,HND,2017,100,1207,Yes
340,HND,2017,101,1514,2010-22
340,HND,2017,102,1504,-0.397230923
340,HND,2017,103,1505,-0.951104343
340,HND,2017,104,1302,No
340,HND,2017,109,1110,No
340,HND,2018,110,,1
340,HND,2004,111,3,80
340,HND,2005,111,3,60
340,HND,2006,111,3,60
340,HND,2007,111,3,80
340,HND,2008,111,3,80
340,HND,2009,111,3,80
340,HND,2010,111,3,80
340,HND,2011,111,3,80
340,HND,2012,111,3,80
340,HND,2013,111,3,60
340,HND,2014,111,3,80
340,HND,2015,111,3,80
340,HND,2016,111,3,80
340,HND,2017,111,3,80
340,HND,2004,112,7,0
340,HND,2005,112,7,0
340,HND,2006,112,7,0
340,HND,2007,112,7,0
340,HND,2008,112,7,0
340,HND,2009,112,7,0
340,HND,2010,112,7,0
340,HND,2011,112,7,0
340,HND,2012,112,7,0
340,HND,2013,112,7,0
340,HND,2014,112,7,0
340,HND,2015,112,7,0
340,HND,2016,112,7,0
340,HND,2017,112,7,0
340,HND,2004,113,4,62.22222222
340,HND,2005,113,4,60
340,HND,2006,113,4,58.88888889
340,HND,2007,113,4,66.66666667
340,HND,2008,113,4,70
340,HND,2009,113,4,73.33333333
340,HND,2010,113,4,75.55555556
340,HND,2011,113,4,75.55555556
340,HND,2012,113,4,68.88888889
340,HND,2013,113,4,62.22222222
340,HND,2014,113,4,73.33333333
340,HND,2015,113,4,76.6667
340,HND,2016,113,4,77.7778
340,HND,2017,113,4,71.11113333
340,HND,2017,114,1406,21.74
340,HND,2016,115,33,16.36
340,HND,2016,116,33,1.36
340,HND,2016,117,33,2.34
340,HND,2018,118,,1
340,HND,2017,119,1305,SNA 1993
340,HND,2006,121,9,307511.7
340,HND,2007,121,9,687457.83
340,HND,2008,121,9,5250465.89
340,HND,2009,121,9,31254.64
340,HND,2010,121,9,520455
340,HND,2011,121,9,26768272.13
340,HND,2012,121,9,420532.58
340,HND,2013,121,9,93398
340,HND,2014,121,9,905519.45
340,HND,2015,121,9,190263
340,HND,2016,121,9,33351943.68
340,HND,2006-2008,123,9,6245435.42
340,HND,2006-2015,122,9,35175130.22
340,HND,2007-2009,123,9,5969178.36
340,HND,2007-2016,122,9,68219562.2
340,HND,2008-2010,123,9,5802175.53
340,HND,2009-2011,123,9,27319981.77
340,HND,2010-2012,123,9,27709259.71
340,HND,2011-2013,123,9,27282202.71
340,HND,2012-2014,123,9,1419450.03
340,HND,2013-2015,123,9,1189180.45
340,HND,2014-2016,123,9,34447726.13
340,HND,2018,124,,1
340,HND,2017,125,1335,1
340,HND,2018,126,,0
340,HND,2018,127,34,43
340,HND,2017,127,1401,Not Available
340,HND,2018,128,,1
340,HND,2017,129,1209,Yes
340,HND,2017,130,1211,No
340,HND,2004,131,8,0
340,HND,2005,131,8,0
340,HND,2006,131,8,0
340,HND,2007,131,8,0
340,HND,2008,131,8,0
340,HND,2009,131,8,0
340,HND,2010,131,8,0
340,HND,2011,131,8,0
340,HND,2012,131,8,0
340,HND,2013,131,8,0
340,HND,2014,131,8,0
340,HND,2015,131,8,0
340,HND,2016,131,8,0
340,HND,2017,131,8,0
340,HND,2017,133,1205,Yes
340,HND,2018,132,,1
340,HND,2018,134,,0
191,HRV,2017,1,1,1
191,HRV,2017,2,1217,10
191,HRV,2017,3,1210,Yes
191,HRV,2004,5,22,1
191,HRV,2005,5,22,1
191,HRV,2006,5,22,1
191,HRV,2007,5,22,1
191,HRV,2008,5,22,1
191,HRV,2009,5,22,1
191,HRV,2010,5,22,1
191,HRV,2011,5,22,1
191,HRV,2012,5,22,1
191,HRV,2013,5,22,1
191,HRV,2014,5,22,1
191,HRV,2015,5,22,1
191,HRV,2016,5,22,1
191,HRV,2017,5,22,1
191,HRV,2017,6,1216,19
191,HRV,2004,7,42,1
191,HRV,2005,7,42,1
191,HRV,2006,7,42,1
191,HRV,2007,7,42,1
191,HRV,2008,7,42,1
191,HRV,2009,7,42,1
191,HRV,2010,7,42,1
191,HRV,2011,7,42,1
191,HRV,2012,7,42,1
191,HRV,2013,7,42,1
191,HRV,2014,7,42,1
191,HRV,2015,7,42,1
191,HRV,2016,7,42,1
191,HRV,2017,7,42,1
191,HRV,2017,8,1304,Yes
191,HRV,2017,9,1311,1
191,HRV,2017,10,1312,0
191,HRV,2017,11,1313,1
191,HRV,2017,12,1203,Yes
191,HRV,2017,13,1403,2
191,HRV,2017,14,1402,0
191,HRV,2004,15,12,1
191,HRV,2005,15,12,1
191,HRV,2006,15,12,1
191,HRV,2007,15,12,1
191,HRV,2008,15,12,1
191,HRV,2009,15,12,1
191,HRV,2010,15,12,1
191,HRV,2011,15,12,1
191,HRV,2012,15,12,1
191,HRV,2013,15,12,1
191,HRV,2014,15,12,1
191,HRV,2015,15,12,1
191,HRV,2016,15,12,1
191,HRV,2017,15,12,1
191,HRV,2017,16,1503,0.200588778
191,HRV,2017,18,1306,2015
191,HRV,2017,23,1215,No
191,HRV,2017,24,1213,Yes
191,HRV,2017,25,1214,Yes
191,HRV,2017,29,1315,1
191,HRV,2017,31,1111,No
191,HRV,2017,32,1301,No
191,HRV,2017,34,1307,2010
191,HRV,2013,35,1106,13648.98986
191,HRV,2014,35,1106,13597.03387
191,HRV,2015,35,1106,11757.89004
191,HRV,2016,35,1106,12298.57035
191,HRV,2017,35,1106,13294.51493
191,HRV,2017,36,1316,0.66667
191,HRV,2017,37,1501,0.509246707
191,HRV,2017,38,1317,1
191,HRV,2004,40,32,1
191,HRV,2005,40,32,1
191,HRV,2006,40,32,1
191,HRV,2007,40,32,0.5
191,HRV,2008,40,32,0.5
191,HRV,2009,40,32,0.5
191,HRV,2010,40,32,0.5
191,HRV,2011,40,32,0.5
191,HRV,2012,40,32,0.5
191,HRV,2013,40,32,0.5
191,HRV,2014,40,32,0
191,HRV,2015,40,32,0
191,HRV,2016,40,32,0
191,HRV,2017,40,32,0
191,HRV,2017,41,1319,0
191,HRV,2017,42,1108,No
191,HRV,2017,43,1303,3
191,HRV,2017,44,1320,0
191,HRV,2017,45,1109,High Income
191,HRV,2017,46,1321,1
191,HRV,2017,47,1322,1
191,HRV,2018,48,35,1
191,HRV,2017,49,1112,No
191,HRV,2017,50,1212,Yes
191,HRV,2017,51,1603,"2010. Natural Resources Census, Livestock Census, Livestock and Aquaculture Census or Sample Agricultural Census."
191,HRV,2017,52,1337,"World Health Survey, 2003"
191,HRV,2017,53,1604,Not Available
191,HRV,2017,54,1602,2011
191,HRV,2017,55,1605,2014
191,HRV,2017,56,1606,2010
191,HRV,2017,57,1323,1
191,HRV,2017,58,1222,Yes
191,HRV,2004,59,1,90
191,HRV,2005,59,1,90
191,HRV,2006,59,1,90
191,HRV,2007,59,1,80
191,HRV,2008,59,1,90
191,HRV,2009,59,1,90
191,HRV,2010,59,1,80
191,HRV,2011,59,1,80
191,HRV,2012,59,1,80
191,HRV,2013,59,1,90
191,HRV,2014,59,1,90
191,HRV,2015,59,1,90
191,HRV,2016,59,1,90
191,HRV,2017,59,1,80
191,HRV,2017,60,1202,Yes
191,HRV,2004,62,28,1
191,HRV,2005,62,28,1
191,HRV,2006,62,28,1
191,HRV,2007,62,28,1
191,HRV,2008,62,28,1
191,HRV,2009,62,28,1
191,HRV,2010,62,28,1
191,HRV,2011,62,28,1
191,HRV,2012,62,28,1
191,HRV,2013,62,28,1
191,HRV,2014,62,28,1
191,HRV,2015,62,28,1
191,HRV,2016,62,28,1
191,HRV,2017,62,28,1
191,HRV,2017,64,1326,1
191,HRV,2017,70,1507,Not Available
191,HRV,2017,71,1509,Not Available
191,HRV,2017,72,1508,Not Available
191,HRV,2017,73,1511,Not Available
191,HRV,2017,74,1512,Not Available
191,HRV,2017,77,1114,http://www.dzs.hr/
191,HRV,2016,78,6,60.8
191,HRV,2017,78,6,42
191,HRV,2016,79,6,72.2
191,HRV,2017,79,6,61.1
191,HRV,2016,80,6,52.9
191,HRV,2017,80,6,51.4
191,HRV,2016,81,6,61.3
191,HRV,2017,81,6,55.6
191,HRV,2016,82,6,64
191,HRV,2017,82,6,36
191,HRV,2016,83,6,62
191,HRV,2017,83,6,36
191,HRV,2016,84,6,63
191,HRV,2017,84,6,36
191,HRV,2016,85,6,54.5
191,HRV,2017,85,6,43.2
191,HRV,2016,86,6,57.5
191,HRV,2017,86,6,42.6
191,HRV,2016,87,6,48.8
191,HRV,2017,87,6,33.3
191,HRV,2016,88,6,48.8
191,HRV,2017,88,6,42.2
191,HRV,2016,89,6,48.8
191,HRV,2017,89,6,37.8
191,HRV,2017,90,1206,Yes
191,HRV,2017,91,1502,Yes
191,HRV,2017,92,1327,1
191,HRV,2004,93,2,96.66667
191,HRV,2005,93,2,96.66667
191,HRV,2006,93,2,93.33333
191,HRV,2007,93,2,93.33333
191,HRV,2008,93,2,90
191,HRV,2009,93,2,86.66667
191,HRV,2010,93,2,83.33333
191,HRV,2011,93,2,90
191,HRV,2012,93,2,90
191,HRV,2013,93,2,83.33333333
191,HRV,2014,93,2,80
191,HRV,2015,93,2,70.0001
191,HRV,2016,93,2,73.3334
191,HRV,2017,93,2,90
191,HRV,2013,94,1105,4277806
191,HRV,2014,94,1105,4257533
191,HRV,2015,94,1105,4236016
191,HRV,2016,94,1105,4213265
191,HRV,2017,94,1105,4189353
191,HRV,2004,95,27,1
191,HRV,2005,95,27,1
191,HRV,2006,95,27,1
191,HRV,2007,95,27,1
191,HRV,2008,95,27,1
191,HRV,2009,95,27,1
191,HRV,2010,95,27,1
191,HRV,2011,95,27,1
191,HRV,2012,95,27,1
191,HRV,2013,95,27,1
191,HRV,2014,95,27,1
191,HRV,2015,95,27,1
191,HRV,2016,95,27,1
191,HRV,2017,95,27,1
191,HRV,2004,96,32,1
191,HRV,2005,96,32,1
191,HRV,2006,96,32,1
191,HRV,2007,96,32,1
191,HRV,2008,96,32,1
191,HRV,2009,96,32,1
191,HRV,2010,96,32,1
191,HRV,2011,96,32,1
191,HRV,2012,96,32,1
191,HRV,2013,96,32,1
191,HRV,2014,96,32,1
191,HRV,2015,96,32,1
191,HRV,2016,96,32,1
191,HRV,2017,96,32,1
191,HRV,2017,97,1208,Yes
191,HRV,2017,99,1331,0.66667
191,HRV,2017,100,1207,Yes
191,HRV,2017,101,1514,Not Available
191,HRV,2017,102,1504,0.364025623
191,HRV,2017,103,1505,0.202253044
191,HRV,2017,104,1302,Yes
191,HRV,2017,109,1110,No
191,HRV,2004,111,3,100
191,HRV,2005,111,3,100
191,HRV,2006,111,3,100
191,HRV,2007,111,3,90
191,HRV,2008,111,3,90
191,HRV,2009,111,3,90
191,HRV,2010,111,3,90
191,HRV,2011,111,3,90
191,HRV,2012,111,3,90
191,HRV,2013,111,3,90
191,HRV,2014,111,3,80
191,HRV,2015,111,3,80
191,HRV,2016,111,3,80
191,HRV,2017,111,3,80
191,HRV,2004,112,7,1
191,HRV,2005,112,7,1
191,HRV,2006,112,7,1
191,HRV,2007,112,7,1
191,HRV,2008,112,7,1
191,HRV,2009,112,7,1
191,HRV,2010,112,7,1
191,HRV,2011,112,7,1
191,HRV,2012,112,7,1
191,HRV,2013,112,7,1
191,HRV,2014,112,7,1
191,HRV,2015,112,7,1
191,HRV,2016,112,7,1
191,HRV,2017,112,7,1
191,HRV,2004,113,4,95.55555556
191,HRV,2005,113,4,95.55555556
191,HRV,2006,113,4,94.44444444
191,HRV,2007,113,4,87.77777778
191,HRV,2008,113,4,90
191,HRV,2009,113,4,88.88888889
191,HRV,2010,113,4,84.44444444
191,HRV,2011,113,4,86.66666667
191,HRV,2012,113,4,86.66666667
191,HRV,2013,113,4,87.77777778
191,HRV,2014,113,4,83.33333333
191,HRV,2015,113,4,80.00003333
191,HRV,2016,113,4,81.11113333
191,HRV,2017,113,4,83.33333333
191,HRV,2017,114,1406,Not Available
191,HRV,2017,119,1305,SNA 1993
191,HRV,2006,121,9,553515.73
191,HRV,2007,121,9,7393.89
191,HRV,2008,121,9,
191,HRV,2009,121,9,121991.37
191,HRV,2010,121,9,1450331.126
191,HRV,2011,121,9,
191,HRV,2012,121,9,
191,HRV,2013,121,9,920074.3494
191,HRV,2014,121,9,
191,HRV,2015,121,9,
191,HRV,2016,121,9,
191,HRV,2006-2008,123,9,560909.62
191,HRV,2006-2015,122,9,3053306.465
191,HRV,2007-2009,123,9,129385.26
191,HRV,2007-2016,122,9,2499790.735
191,HRV,2008-2010,123,9,1572322.496
191,HRV,2009-2011,123,9,1572322.496
191,HRV,2010-2012,123,9,1450331.126
191,HRV,2011-2013,123,9,920074.3494
191,HRV,2012-2014,123,9,920074.3494
191,HRV,2013-2015,123,9,920074.3494
191,HRV,2014-2016,123,9,NA
191,HRV,2017,125,1335,1
191,HRV,2017,127,1401,Not Available
191,HRV,2017,129,1209,Yes
191,HRV,2017,130,1211,No
191,HRV,2004,131,8,1
191,HRV,2005,131,8,1
191,HRV,2006,131,8,1
191,HRV,2007,131,8,1
191,HRV,2008,131,8,1
191,HRV,2009,131,8,1
191,HRV,2010,131,8,1
191,HRV,2011,131,8,1
191,HRV,2012,131,8,1
191,HRV,2013,131,8,1
191,HRV,2014,131,8,1
191,HRV,2015,131,8,1
191,HRV,2016,131,8,1
191,HRV,2017,131,8,1
191,HRV,2017,133,1205,Yes
332,HTI,2017,1,1308,1
332,HTI,2017,2,1217,11
332,HTI,2017,3,1210,No
332,HTI,2018,4,,0
332,HTI,2004,5,22,0
332,HTI,2005,5,22,0
332,HTI,2006,5,22,0
332,HTI,2007,5,22,0
332,HTI,2008,5,22,0
332,HTI,2009,5,22,0
332,HTI,2010,5,22,0
332,HTI,2011,5,22,0
332,HTI,2012,5,22,0
332,HTI,2013,5,22,0
332,HTI,2014,5,22,1
332,HTI,2015,5,22,1
332,HTI,2016,5,22,1
332,HTI,2017,5,22,1
332,HTI,2017,6,1216,17
332,HTI,2004,7,42,1
332,HTI,2005,7,42,1
332,HTI,2006,7,42,1
332,HTI,2007,7,42,1
332,HTI,2008,7,42,1
332,HTI,2009,7,42,1
332,HTI,2010,7,42,1
332,HTI,2011,7,42,1
332,HTI,2012,7,42,1
332,HTI,2013,7,42,1
332,HTI,2014,7,42,1
332,HTI,2015,7,42,1
332,HTI,2016,7,42,1
332,HTI,2017,7,42,1
332,HTI,2017,8,1304,No
332,HTI,2017,9,1311,1
332,HTI,2017,10,1312,0.66667
332,HTI,2017,11,1313,1
332,HTI,2017,12,1203,No
332,HTI,2017,13,1403,11
332,HTI,2017,14,1402,38632023.13
332,HTI,2004,15,12,0
332,HTI,2005,15,12,0
332,HTI,2006,15,12,0
332,HTI,2007,15,12,0
332,HTI,2008,15,12,1
332,HTI,2009,15,12,1
332,HTI,2010,15,12,1
332,HTI,2011,15,12,1
332,HTI,2012,15,12,1
332,HTI,2013,15,12,1
332,HTI,2014,15,12,1
332,HTI,2015,15,12,1
332,HTI,2016,15,12,0
332,HTI,2017,15,12,0
332,HTI,2017,16,1503,-1.257344604
332,HTI,2018,17,,1
332,HTI,2017,18,1306,2005
332,HTI,2018,19,,0
332,HTI,2018,20,,0
332,HTI,2018,21,,0
332,HTI,2018,22,,0
332,HTI,2017,23,1215,No
332,HTI,2017,24,1213,No
332,HTI,2017,25,1214,Yes
332,HTI,2018,26,,1
332,HTI,2018,27,,1
332,HTI,2018,28,,0
332,HTI,2017,29,1315,1
332,HTI,2018,30,,0
332,HTI,2017,31,1111,Yes
332,HTI,2017,32,1301,Yes
332,HTI,2018,33,,1
332,HTI,2017,34,1307,1987
332,HTI,2013,35,1106,810.2656073
332,HTI,2014,35,1106,830.1138816
332,HTI,2015,35,1106,814.5463952
332,HTI,2016,35,1106,734.8025912
332,HTI,2017,35,1106,765.6839246
332,HTI,2017,36,1316,0
332,HTI,2017,37,1501,-2.002146244
332,HTI,2017,38,1317,0
332,HTI,2004,40,32,0.5
332,HTI,2005,40,32,0.5
332,HTI,2006,40,32,0.5
332,HTI,2007,40,32,0.5
332,HTI,2008,40,32,0.5
332,HTI,2009,40,32,0.5
332,HTI,2010,40,32,0.5
332,HTI,2011,40,32,0.5
332,HTI,2012,40,32,0
332,HTI,2013,40,32,0.5
332,HTI,2014,40,32,0.5
332,HTI,2015,40,32,0.5
332,HTI,2016,40,32,0.5
332,HTI,2017,40,32,0
332,HTI,2017,41,1319,1
332,HTI,2017,42,1108,Yes
332,HTI,2017,43,1303,1
332,HTI,2017,44,1320,0
332,HTI,2017,45,1109,Least Developed
332,HTI,2017,46,1321,0.33333
332,HTI,2017,47,1322,0
332,HTI,2018,48,35,0
332,HTI,2017,49,1112,No
332,HTI,2017,50,1212,Yes
332,HTI,2017,51,1603,2008/09
332,HTI,2017,52,1337,"HIV/Maternal and Child Health Service Provision Assessment Survey, 2013"
332,HTI,2017,53,1604,Not Available
332,HTI,2017,54,1602,2003
332,HTI,2017,55,1605,1997
332,HTI,2017,56,1606,2009
332,HTI,2017,57,1323,0.66667
332,HTI,2017,58,1222,Yes
332,HTI,2004,59,1,20
332,HTI,2005,59,1,20
332,HTI,2006,59,1,20
332,HTI,2007,59,1,20
332,HTI,2008,59,1,30
332,HTI,2009,59,1,30
332,HTI,2010,59,1,30
332,HTI,2011,59,1,30
332,HTI,2012,59,1,30
332,HTI,2013,59,1,30
332,HTI,2014,59,1,30
332,HTI,2015,59,1,30
332,HTI,2016,59,1,20
332,HTI,2017,59,1,20
332,HTI,2017,60,1202,Yes
332,HTI,2018,61,13,0
332,HTI,2004,62,28,0
332,HTI,2005,62,28,0
332,HTI,2006,62,28,0
332,HTI,2007,62,28,0
332,HTI,2008,62,28,0
332,HTI,2009,62,28,0
332,HTI,2010,62,28,0
332,HTI,2011,62,28,0
332,HTI,2012,62,28,0
332,HTI,2013,62,28,0
332,HTI,2014,62,28,0
332,HTI,2015,62,28,0
332,HTI,2016,62,28,0
332,HTI,2017,62,28,0
332,HTI,2018,63,47,1
332,HTI,2017,64,1326,0
332,HTI,2018,66,,1
332,HTI,2018,67,,1
332,HTI,2018,68,,0
332,HTI,2018,69,,0
332,HTI,2017,70,1507,No Strategy
332,HTI,2017,71,1509,Not Available
332,HTI,2017,72,1508,Being designed
332,HTI,2017,73,1511,Not Available
332,HTI,2017,74,1512,Not Available
332,HTI,2018,75,,0
332,HTI,2018,76,,0
332,HTI,2017,77,1114,http://www.ihsi.ht/
332,HTI,2015,78,6,4.9
332,HTI,2016,78,6,3.6
332,HTI,2017,78,6,13.3
332,HTI,2015,79,6,11.1
332,HTI,2016,79,6,13
332,HTI,2017,79,6,46.3
332,HTI,2015,80,6,4.3
332,HTI,2016,80,6,15.7
332,HTI,2017,80,6,32.9
332,HTI,2015,81,6,7.3
332,HTI,2016,81,6,14.5
332,HTI,2017,81,6,38.7
332,HTI,2015,82,6,0
332,HTI,2016,82,6,0
332,HTI,2017,82,6,0
332,HTI,2015,83,6,2
332,HTI,2016,83,6,0
332,HTI,2017,83,6,0
332,HTI,2015,84,6,1
332,HTI,2016,84,6,0
332,HTI,2017,84,6,0
332,HTI,2015,85,6,2.5
332,HTI,2016,85,6,5.2
332,HTI,2017,85,6,12.4
332,HTI,2015,86,6,3.7
332,HTI,2016,86,6,4.5
332,HTI,2017,86,6,12.8
332,HTI,2015,87,6,5
332,HTI,2016,87,6,0
332,HTI,2017,87,6,1.1
332,HTI,2015,88,6,1.3
332,HTI,2016,88,6,0
332,HTI,2017,88,6,4.4
332,HTI,2015,89,6,3.1
332,HTI,2016,89,6,0
332,HTI,2017,89,6,2.8
332,HTI,2017,90,1206,Yes
332,HTI,2017,91,1502,Not Available
332,HTI,2018,91,,0
332,HTI,2017,92,1327,1
332,HTI,2004,93,2,63.33333
332,HTI,2005,93,2,66.66667
332,HTI,2006,93,2,66.66667
332,HTI,2007,93,2,66.66667
332,HTI,2008,93,2,63.33333
332,HTI,2009,93,2,60
332,HTI,2010,93,2,66.66667
332,HTI,2011,93,2,66.66667
332,HTI,2012,93,2,66.66667
332,HTI,2013,93,2,63.33333333
332,HTI,2014,93,2,63.33333333
332,HTI,2015,93,2,63.3334
332,HTI,2016,93,2,66.6667
332,HTI,2017,93,2,70
332,HTI,2013,94,1105,10431776
332,HTI,2014,94,1105,10572466
332,HTI,2015,94,1105,10711061
332,HTI,2016,94,1105,10847334
332,HTI,2017,94,1105,10981229
332,HTI,2004,95,27,1
332,HTI,2005,95,27,1
332,HTI,2006,95,27,1
332,HTI,2007,95,27,1
332,HTI,2008,95,27,1
332,HTI,2009,95,27,1
332,HTI,2010,95,27,1
332,HTI,2011,95,27,1
332,HTI,2012,95,27,1
332,HTI,2013,95,27,1
332,HTI,2014,95,27,1
332,HTI,2015,95,27,1
332,HTI,2016,95,27,0
332,HTI,2017,95,27,0
332,HTI,2004,96,32,0
332,HTI,2005,96,32,0
332,HTI,2006,96,32,0
332,HTI,2007,96,32,0
332,HTI,2008,96,32,0
332,HTI,2009,96,32,0
332,HTI,2010,96,32,0
332,HTI,2011,96,32,0
332,HTI,2012,96,32,0
332,HTI,2013,96,32,0
332,HTI,2014,96,32,0
332,HTI,2015,96,32,0
332,HTI,2016,96,32,0
332,HTI,2017,96,32,0
332,HTI,2017,97,1208,Yes
332,HTI,2018,98,,0
332,HTI,2017,99,1331,0
332,HTI,2017,100,1207,No
332,HTI,2017,101,1514,2014-16
332,HTI,2017,102,1504,-1.159086823
332,HTI,2017,103,1505,-1.166457295
332,HTI,2017,104,1302,No
332,HTI,2017,109,1110,Yes
332,HTI,2018,110,,0
332,HTI,2004,111,3,30
332,HTI,2005,111,3,30
332,HTI,2006,111,3,30
332,HTI,2007,111,3,30
332,HTI,2008,111,3,30
332,HTI,2009,111,3,30
332,HTI,2010,111,3,30
332,HTI,2011,111,3,30
332,HTI,2012,111,3,20
332,HTI,2013,111,3,30
332,HTI,2014,111,3,50
332,HTI,2015,111,3,50
332,HTI,2016,111,3,30
332,HTI,2017,111,3,20
332,HTI,2004,112,7,0
332,HTI,2005,112,7,0
332,HTI,2006,112,7,0
332,HTI,2007,112,7,0
332,HTI,2008,112,7,0
332,HTI,2009,112,7,0
332,HTI,2010,112,7,0
332,HTI,2011,112,7,0
332,HTI,2012,112,7,0
332,HTI,2013,112,7,0
332,HTI,2014,112,7,0
332,HTI,2015,112,7,0
332,HTI,2016,112,7,0
332,HTI,2017,112,7,0
332,HTI,2004,113,4,37.77777778
332,HTI,2005,113,4,38.88888889
332,HTI,2006,113,4,38.88888889
332,HTI,2007,113,4,38.88888889
332,HTI,2008,113,4,41.11111111
332,HTI,2009,113,4,40
332,HTI,2010,113,4,42.22222222
332,HTI,2011,113,4,42.22222222
332,HTI,2012,113,4,38.88888889
332,HTI,2013,113,4,41.11111111
332,HTI,2014,113,4,47.77777778
332,HTI,2015,113,4,47.7778
332,HTI,2016,113,4,38.8889
332,HTI,2017,113,4,36.66666667
332,HTI,2017,114,1406,Not Available
332,HTI,2018,118,,1
332,HTI,2017,119,1305,SNA 1968
332,HTI,2006,121,9,807571.1
332,HTI,2007,121,9,302897.49
332,HTI,2008,121,9,14654461.6
332,HTI,2009,121,9,50000
332,HTI,2010,121,9,1497858
332,HTI,2011,121,9,33066125.03
332,HTI,2012,121,9,241336.99
332,HTI,2013,121,9,689246.78
332,HTI,2014,121,9,2958097.02
332,HTI,2015,121,9,35279
332,HTI,2016,121,9,1395264.25
332,HTI,2006-2008,123,9,15764930.19
332,HTI,2006-2015,122,9,54302873.01
332,HTI,2007-2009,123,9,15007359.09
332,HTI,2007-2016,122,9,54890566.16
332,HTI,2008-2010,123,9,16202319.6
332,HTI,2009-2011,123,9,34613983.03
332,HTI,2010-2012,123,9,34805320.02
332,HTI,2011-2013,123,9,33996708.8
332,HTI,2012-2014,123,9,3888680.79
332,HTI,2013-2015,123,9,3682622.8
332,HTI,2014-2016,123,9,4388640.27
332,HTI,2018,124,,0
332,HTI,2017,125,1335,0
332,HTI,2018,126,,0
332,HTI,2018,127,34,16.5
332,HTI,2017,127,1401,Not Available
332,HTI,2018,128,,1
332,HTI,2017,129,1209,Yes
332,HTI,2017,130,1211,No
332,HTI,2004,131,8,0
332,HTI,2005,131,8,0
332,HTI,2006,131,8,0
332,HTI,2007,131,8,0
332,HTI,2008,131,8,0
332,HTI,2009,131,8,0
332,HTI,2010,131,8,0
332,HTI,2011,131,8,0
332,HTI,2012,131,8,0
332,HTI,2013,131,8,0
332,HTI,2014,131,8,0
332,HTI,2015,131,8,0
332,HTI,2016,131,8,0
332,HTI,2017,131,8,0
332,HTI,2017,133,1205,Yes
332,HTI,2018,132,,1
332,HTI,2018,134,,0
348,HUN,2017,1,1308,1
348,HUN,2017,2,1217,14
348,HUN,2017,3,1210,Yes
348,HUN,2017,6,1216,35
348,HUN,2017,8,1304,Yes
348,HUN,2017,9,1311,1
348,HUN,2017,10,1312,0
348,HUN,2017,11,1313,1
348,HUN,2017,12,1203,Yes
348,HUN,2017,13,1403,3
348,HUN,2017,14,1402,0
348,HUN,2017,16,1503,0.104408205
348,HUN,2017,18,1306,2010
